iter	Passed	Remaining
1662	74410	15078
1663	74472	15037
1664	74543	14998
1665	74597	14955
1666	74654	14912
1667	74714	14871
1668	74777	14830
1669	74841	14789
1670	74898	14746
1671	74958	14704
1672	75017	14662
1673	75069	14619
1674	75118	14575
1675	75169	14531
1676	75222	14488
1677	75279	14445
1678	75330	14402
1679	75387	14359
1680	75435	14315
1681	75484	14271
1682	75539	14228
1683	75595	14185
1684	75668	14145
1685	75727	14103
1686	75785	14061
1687	75840	14017
1688	75895	13974
1689	75964	13934
1690	76020	13891
1691	76079	13848
1692	76130	13805
1693	76186	13762
1694	76242	13719
1695	76291	13674
1696	76338	13630
1697	76395	13587
1698	76451	13544
1699	76496	13499
1700	76551	13456
1701	76598	13411
1702	76649	13367
1703	76698	13323
1704	76756	13280
1705	76808	13236
1706	76867	13194
1707	76924	13151
1708	76979	13107
1709	77040	13065
1710	77107	13023
1711	77162	12980
1712	77213	12936
1713	77273	12893
1714	77335	12851
1715	77390	12808
1716	77446	12764
1717	77499	12721
1718	77553	12677
1719	77599	12632
1720	77653	12588
1721	77699	12543
1722	77739	12497
1723	77785	12452
1724	77833	12408
1725	77893	12365
1726	77943	12321
1727	77993	12276
1728	78033	12230
1729	78074	12184
1730	78116	12139
1731	78170	12095
1732	78230	12052
1733	78277	12008
1734	78318	11962
1735	78357	11916
1736	78399	11870
1737	78449	11826
1738	78491	11780
1739	78535	11735
1740	78577	11689
1741	78634	11646
1742	78688	11602
1743	78730	11556
1744	78786	11513
1745	78842	11469
1746	78881	11423
1747	78921	11377
1748	78959	11331
1749	79013	11287
1750	79063	11243
1751	79111	11198
1752	79156	11153
1753	79199	11107
1754	79253	11063
1755	79307	11019
1756	79352	10974
1757	79404	10930
1758	79461	10886
1759	79515	10842
1760	79562	10798
1761	79616	10754
1762	79665	10709
1763	79723	10666
1764	79773	10621
1765	79814	10575
1766	79866	10531
1767	79912	10486
1768	79962	10441
1769	80009	10396
1770	80057	10351
1771	80099	10306
1772	80150	10261
1773	80195	10216
1774	80243	10171
1775	80290	10126
1776	80328	10080
1777	80367	10034
1778	80421	9990
1779	80467	9945
1780	80516	9900
1781	80558	9855
1782	80601	9809
1783	80644	9764
1784	80687	9718
1785	80738	9674
1786	80789	9629
1787	80843	9585
1788	80895	9541
1789	80940	9495
1790	81000	9452
1791	81054	9408
1792	81098	9362
1793	81151	9318
1794	81191	9272
1795	81244	9228
1796	81293	9183
1797	81337	9138
1798	81375	9091
1799	81420	9046
1800	81459	9000
1801	81504	8955
1802	81553	8910
1803	81607	8866
1804	81650	8820
1805	81690	8775
1806	81728	8729
1807	81769	8683
1808	81810	8637
1809	81860	8593
1810	81907	8548
1811	81950	8502
1812	81996	8457
1813	82040	8412
1814	82082	8366
1815	82117	8320
1816	82157	8274
1817	82199	8229
1818	82245	8183
1819	82286	8138
1820	82323	8092
1821	82378	8047
1822	82431	8003
1823	82482	7958
1824	82524	7913
1825	82569	7868
1826	82632	7824
1827	82684	7779
1828	82730	7734
1829	82772	7689
1830	82824	7644
1831	82872	7599
1832	82913	7554
1833	82954	7508
1834	83010	7464
1835	83059	7419
1836	83115	7374
1837	83161	7329
1838	83212	7285
1839	83258	7239
1840	83302	7194
1841	83343	7148
1842	83390	7103
1843	83432	7058
1844	83486	7013
1845	83546	6969
1846	83605	6925
1847	83650	6880
1848	83693	6834
1849	83748	6790
1850	83807	6746
1851	83859	6701
1852	83900	6655
1853	83939	6610
1854	83985	6564
1855	84026	6519
1856	84064	6473
1857	84107	6428
1858	84144	6382
1859	84191	6336
1860	84237	6291
1861	84275	6245
1862	84311	6200
1863	84352	6154
1864	84396	6109
1865	84440	6063
1866	84476	6017
1867	84516	5972
1868	84561	5926
1869	84603	5881
1870	84657	5836
1871	84708	5792
1872	84754	5746
1873	84810	5702
1874	84866	5657
1875	84926	5613
1876	84980	5568
1877	85025	5523
1878	85063	5477
1879	85104	5432
1880	85142	5386
1881	85181	5340
1882	85231	5295
1883	85281	5250
1884	85330	5205
1885	85370	5160
1886	85415	5114
1887	85457	5069
1888	85497	5023
1889	85554	4979
1890	85599	4934
1891	85636	4888
1892	85674	4842
1893	85712	4796
1894	85763	4752
1895	85812	4707
1896	85858	4661
1897	85896	4616
1898	85937	4570
1899	85993	4525
1900	86039	4480
1901	86084	4435
1902	86125	4390
1903	86173	4344
1904	86213	4299
1905	86252	4253
1906	86292	4208
1907	86335	4162
1908	86377	4117
1909	86418	4072
1910	86456	4026
1911	86494	3980
1912	86537	3935
1913	86578	3890
1914	86618	3844
1915	86656	3799
1916	86694	3753
1917	86737	3708
1918	86778	3662
1919	86818	3617
1920	86846	3571
1921	86895	3526
1922	86946	3481
1923	86984	3435
1924	87022	3390
1925	87063	3345
1926	87114	3300
1927	87170	3255
1928	87208	3209
1929	87247	3164
1930	87287	3119
1931	87328	3073
1932	87373	3028
1933	87416	2983
1934	87455	2937
1935	87492	2892
1936	87529	2846
1937	87571	2801
1938	87616	2756
1939	87655	2710
1940	87693	2665
1941	87731	2620
1942	87774	2574
1943	87819	2529
1944	87855	2484
1945	87893	2438
1946	87930	2393
1947	87977	2348
1948	88028	2303
1949	88076	2258
1950	88116	2213
1951	88158	2167
1952	88203	2122
1953	88257	2077
1954	88299	2032
1955	88342	1987
1956	88379	1941
1957	88425	1896
1958	88467	1851
1959	88509	1806
1960	88546	1760
1961	88584	1715
1962	88632	1670
1963	88671	1625
1964	88710	1580
1965	88749	1534
1966	88797	1489
1967	88859	1444
1968	88904	1399
1969	88947	1354
1970	88990	1309
1971	89047	1264
1972	89105	1219
1973	89164	1174
1974	89218	1129
1975	89265	1084
1976	89309	1039
1977	89365	993
1978	89410	948
1979	89465	903
1980	89515	858
1981	89559	813
1982	89621	768
1983	89688	723
1984	89746	678
1985	89799	633
1986	89866	587
1987	89918	542
1988	89980	497
1989	90070	452
1990	90144	407
1991	90221	362
1992	90307	317
1993	90387	271
1994	90446	226
1995	90521	181
1996	90594	136
1997	90641	90
1998	90683	45
1999	90725	0
