iter	Logloss
522	0.2367196897
523	0.2366924644
524	0.2366644892
525	0.2366173063
526	0.2365982955
527	0.2365164389
528	0.2364783635
529	0.2364576103
530	0.236425384
531	0.236402897
532	0.2363797403
533	0.2363538852
534	0.2361863392
535	0.2361533752
536	0.2361316689
537	0.2360657421
538	0.2360261523
539	0.2360081069
540	0.235968374
541	0.2359403348
542	0.2359229842
543	0.2358783264
544	0.2358357215
545	0.2358207301
546	0.2357955454
547	0.2357581039
548	0.2357352421
549	0.2357094644
550	0.2356866837
551	0.2356785916
552	0.2356541098
553	0.2356280065
554	0.2355897354
555	0.2355613183
556	0.235542277
557	0.2355218308
558	0.2354962342
559	0.235457964
560	0.2354464849
561	0.2354277427
562	0.2354101975
563	0.2353884358
564	0.2353420764
565	0.2353256295
566	0.2353029423
567	0.2352437201
568	0.2352199522
569	0.2351402391
570	0.2351047515
571	0.2350976025
572	0.2350811904
573	0.235057315
574	0.2350217612
575	0.2349912524
576	0.2349678918
577	0.2349275046
578	0.2348966494
579	0.2348151309
580	0.2347906602
581	0.2347667449
582	0.2347102381
583	0.2346837025
584	0.2346633247
585	0.2346453103
586	0.2346235121
587	0.2346160261
588	0.2345729424
589	0.2345207598
590	0.2344950287
591	0.2344763192
592	0.2344572768
593	0.2344333802
594	0.2344132752
595	0.2343896381
596	0.2343646262
597	0.2343224094
598	0.2342959576
599	0.2342715101
600	0.2342380744
601	0.2342203103
602	0.2341989923
603	0.2341815904
604	0.2341456447
605	0.2341241671
606	0.2340894281
607	0.2340518722
608	0.2340271071
609	0.2339923668
610	0.2339664646
611	0.2339460243
612	0.2339341258
613	0.2339157383
614	0.2338953963
615	0.2338778039
616	0.2338573315
617	0.2338353681
618	0.2338093065
619	0.2337887479
620	0.2337643373
621	0.2337583799
622	0.23374103
623	0.2337024462
624	0.2336854696
625	0.2336527149
626	0.233622889
627	0.2336009974
628	0.2335769367
629	0.2335429363
630	0.2335047017
631	0.2334858125
632	0.233465816
633	0.2334336046
634	0.2334224073
635	0.2334069709
636	0.233387463
637	0.2333705323
638	0.2333396145
639	0.233308799
640	0.2332779415
641	0.2332616995
642	0.2332326314
643	0.2332228048
644	0.2332090765
645	0.2331826562
646	0.2331673272
647	0.2331494923
648	0.2331053521
649	0.2330842224
650	0.2330516285
651	0.2330240268
652	0.2330053321
653	0.2329586057
654	0.2329304498
655	0.232903327
656	0.2328734154
657	0.2328561067
658	0.2328416438
659	0.2328217179
660	0.23277454
661	0.2327341872
662	0.2326844692
663	0.2326131637
664	0.2325912977
665	0.2325690356
666	0.2325495138
667	0.2325187226
668	0.232500743
669	0.2324824324
670	0.2324341558
671	0.2324081864
672	0.2323849987
673	0.2323572606
674	0.2323264781
675	0.2323043388
676	0.2322881831
677	0.2322699387
678	0.2322560082
679	0.2321951458
680	0.2321767118
681	0.2321532587
682	0.232080829
683	0.2320616959
684	0.2320443417
685	0.2320305257
686	0.2320068537
687	0.2319963994
688	0.2319618175
689	0.2319440463
690	0.2319167407
691	0.2318992816
692	0.2318846952
693	0.2318591232
694	0.2318336899
695	0.2318077657
696	0.231776245
697	0.2317560172
698	0.2316970624
699	0.2316755292
700	0.2316624384
701	0.2316479928
702	0.2316152241
703	0.2315785232
704	0.2315568236
705	0.2315392561
706	0.231503937
707	0.2314844862
708	0.2314449692
709	0.2314364693
710	0.2313951639
711	0.2313851178
712	0.2313599249
713	0.2313315647
714	0.2313064492
715	0.2312914412
716	0.2312467819
717	0.2312100136
718	0.2311863774
719	0.2311694776
720	0.2311505349
721	0.2311436777
722	0.2311254186
723	0.2310646658
724	0.231035328
725	0.2310119941
726	0.2309963066
727	0.2309710795
728	0.2309515878
729	0.2309241683
730	0.2308992185
731	0.2308851726
732	0.2308704369
733	0.2308328872
734	0.2308177852
735	0.2307973877
736	0.2307799021
737	0.2307608906
738	0.2307402038
739	0.2307193082
740	0.2307061062
741	0.2306879016
742	0.2306753895
743	0.2306555387
744	0.2306369695
745	0.2306123268
746	0.2305891871
747	0.2305748361
748	0.2305578391
749	0.2305258815
750	0.230495933
751	0.2304719695
752	0.230455003
753	0.2304326965
754	0.2304032322
755	0.2303887164
756	0.2303669115
757	0.2303498303
758	0.2303347658
759	0.2303083303
760	0.2302907406
761	0.2302648503
762	0.2302464153
763	0.2302316293
764	0.2302210193
765	0.2302076629
766	0.2301894408
767	0.2301749919
768	0.2301539705
769	0.2301337551
770	0.2301120581
771	0.2301002681
772	0.2300779178
773	0.2300694935
774	0.2300555354
775	0.2300348881
776	0.2300120668
777	0.2299933763
778	0.2299588421
779	0.2299302855
780	0.2299033347
781	0.2298870084
782	0.2298644362
783	0.2298425317
784	0.2298224902
785	0.2297995503
786	0.2297820866
787	0.2297665888
788	0.2297447146
789	0.2297308719
790	0.2297122631
791	0.2296876059
792	0.2296637696
793	0.2296514782
794	0.229624646
795	0.2295933465
796	0.2295444948
797	0.2294969351
798	0.2294629002
799	0.2294504377
800	0.2294323293
801	0.2294137632
802	0.2293907524
803	0.2293262508
804	0.2293067286
805	0.2292840602
806	0.2292579707
807	0.2292420712
808	0.2292276083
809	0.2292004127
810	0.2291816464
811	0.2291374213
812	0.2291176938
813	0.2291009189
814	0.2290750856
815	0.229055945
816	0.2290383139
817	0.2289971693
818	0.2289591336
819	0.2289441351
820	0.2289200825
821	0.2288949974
822	0.2288788167
823	0.2288587143
824	0.2288453013
825	0.2288297636
826	0.2288069922
827	0.228787687
828	0.2287724834
829	0.2287568963
830	0.2287424261
831	0.2287101432
832	0.2286931743
833	0.2286675569
834	0.2286472981
835	0.2286378073
836	0.22861769
837	0.2286110032
838	0.2285887275
839	0.2285662595
840	0.2285434369
841	0.2285283915
842	0.2285131985
843	0.2284977564
844	0.2284801776
845	0.2284559786
846	0.2284369618
847	0.2284234096
848	0.2283985342
849	0.2283783271
850	0.2283671326
851	0.2283520836
852	0.2283335499
853	0.2282942974
854	0.2282579308
855	0.2282434619
856	0.2282314557
857	0.2282159779
858	0.2282005117
859	0.2281786727
860	0.2281643797
861	0.2281506453
862	0.2281376588
863	0.2281134921
864	0.2280765565
865	0.2280616951
866	0.2280244468
867	0.2279648309
868	0.2279429236
869	0.2279187696
870	0.2279050698
871	0.227898863
872	0.2278799321
873	0.227860994
874	0.2278264806
875	0.2278091562
876	0.2277954125
877	0.2277810597
878	0.2277585114
879	0.2277445888
880	0.2277285948
881	0.2277061139
882	0.2276212556
883	0.2276015727
884	0.2275835658
885	0.2275657483
886	0.2275451195
887	0.227518527
888	0.2275031227
889	0.2274853434
890	0.2274669455
891	0.2274551754
892	0.2274269713
893	0.227408639
894	0.2273801358
895	0.2273661932
896	0.2273501548
897	0.2273117623
898	0.2272914796
899	0.2272728
900	0.2272574199
901	0.2272289693
902	0.2272120525
903	0.2271972654
904	0.2271837341
905	0.227166378
906	0.2271476494
907	0.2271246106
908	0.2271060741
909	0.2270677225
910	0.2270503289
911	0.2270291793
912	0.227016141
913	0.2270040683
914	0.2269892914
915	0.2269706167
916	0.226959708
917	0.2269269298
918	0.2269051411
919	0.2268892796
920	0.2268763357
921	0.2268584865
922	0.2268287454
923	0.2268116125
924	0.2268053976
925	0.2267889143
926	0.2267537223
927	0.2267453832
928	0.2267312137
929	0.2267242147
930	0.2267085421
931	0.2266758982
932	0.2266637838
933	0.2266448975
934	0.2266349327
935	0.2266175073
936	0.2266017406
937	0.2265804401
938	0.226568536
939	0.2265458521
940	0.2265246441
941	0.2264977856
942	0.2264707894
943	0.2264579499
944	0.2264424479
945	0.2264111566
946	0.2263907636
947	0.2263728457
948	0.2263588958
949	0.2263411275
950	0.2263200809
951	0.226308295
952	0.2262971011
953	0.2262537369
954	0.2262342375
955	0.2262062576
956	0.2261938278
957	0.2261856009
958	0.2261729465
959	0.2261581324
960	0.2261363673
961	0.226127246
962	0.2260720906
963	0.226052218
964	0.2260377493
965	0.226018111
966	0.2259729766
967	0.2259554511
968	0.2259389784
969	0.2259251679
970	0.2258823441
971	0.225869823
972	0.2258533596
973	0.2258353687
974	0.2258134938
975	0.2258007016
976	0.225784152
977	0.2257645461
978	0.2257546921
979	0.2257282246
980	0.2257091663
981	0.2256939949
982	0.2256693138
983	0.225662935
984	0.2256562477
985	0.2256376291
986	0.2256144805
987	0.2256026534
988	0.2255788874
989	0.2255610843
990	0.2255434034
991	0.2255224619
992	0.2254935238
993	0.225470832
994	0.2254624977
995	0.2254490202
996	0.2254343937
997	0.2254218191
998	0.2254021691
999	0.2253911161
1000	0.2253810395
1001	0.2253594496
1002	0.225342567
1003	0.2253257856
1004	0.2253140625
1005	0.2253049986
1006	0.2252829819
1007	0.2252396006
1008	0.2252168769
1009	0.2252026097
1010	0.2251857412
1011	0.2251411532
1012	0.2251106226
1013	0.225093269
1014	0.2250793134
1015	0.2250610162
1016	0.2250365769
1017	0.2250268307
1018	0.2250125375
1019	0.2250002945
1020	0.2249863743
1021	0.2249558751
1022	0.2249381549
1023	0.2249285776
1024	0.2249029577
1025	0.2248901825
1026	0.2248786376
1027	0.2248603898
1028	0.2248455996
1029	0.2248278563
1030	0.2248088318
1031	0.2247896343
1032	0.2247739235
1033	0.2247578961
1034	0.2247441787
1035	0.2247148208
1036	0.2247058295
1037	0.2246630307
1038	0.2246451859
1039	0.2246303124
1040	0.2246081509
1041	0.2245844903
1042	0.224567571
1043	0.2245587987
1044	0.2245512701
1045	0.2245340966
1046	0.2245117219
1047	0.2244882501
1048	0.2244751363
1049	0.2244682061
1050	0.2244524202
1051	0.2244440892
1052	0.2244274598
1053	0.2244110926
1054	0.2243939308
1055	0.2243804694
1056	0.22435853
1057	0.2243439998
1058	0.2243262482
1059	0.2243135769
1060	0.2242877544
1061	0.2242649166
1062	0.22424734
1063	0.2242282411
1064	0.2242162825
1065	0.2241970795
1066	0.2241832552
1067	0.2241754322
1068	0.2241518006
1069	0.2241386186
1070	0.2241193884
1071	0.224100756
1072	0.2240832492
1073	0.2240743631
1074	0.2240581261
1075	0.2240381227
1076	0.2240229884
1077	0.224005314
1078	0.2239929647
1079	0.2239812707
1080	0.2239684564
1081	0.2239580778
1082	0.2239461469
1083	0.2239332664
1084	0.2239189073
1085	0.2239024025
1086	0.2238898936
1087	0.2238694742
1088	0.2238572427
1089	0.2238472978
1090	0.2238330898
1091	0.2238164458
1092	0.2238023275
1093	0.223779633
1094	0.2237472675
1095	0.2237380661
1096	0.2237258497
1097	0.2237101529
1098	0.2236936078
1099	0.2236703321
1100	0.2236576023
1101	0.2236430443
1102	0.2236243925
1103	0.2236090805
1104	0.2235937837
1105	0.2235736435
1106	0.2235604056
1107	0.2235498377
1108	0.2235464178
1109	0.2235289783
1110	0.2234948862
1111	0.2234809874
1112	0.2234678729
1113	0.2234485541
1114	0.2234357584
1115	0.2234163332
1116	0.2233994393
1117	0.2233816109
1118	0.2233716383
1119	0.2233587807
1120	0.2233435288
1121	0.2233291224
1122	0.2233131257
1123	0.223301097
1124	0.2232863511
1125	0.2232768724
1126	0.2232342062
1127	0.2232213074
1128	0.2232128275
1129	0.2232087883
1130	0.2231980341
1131	0.2231800824
1132	0.2231565991
1133	0.2231350536
1134	0.2231231085
1135	0.223108661
1136	0.2230972865
1137	0.2230821635
1138	0.2230678102
1139	0.2230497153
1140	0.2230221984
1141	0.2230033999
1142	0.2229784903
1143	0.222966418
1144	0.2229458107
1145	0.2229290919
1146	0.2229150371
1147	0.2229026082
1148	0.2228845941
1149	0.2228730888
1150	0.2228583463
1151	0.2228321171
1152	0.2228182183
1153	0.2228086368
1154	0.22279675
1155	0.2227834854
1156	0.2227685227
1157	0.2227601767
1158	0.222755666
1159	0.2227394361
1160	0.2227252364
1161	0.2227036178
1162	0.2226893661
1163	0.2226745341
1164	0.2226720477
1165	0.2226535024
1166	0.2226438468
1167	0.2226376724
1168	0.222618569
1169	0.2226113737
1170	0.2225973719
1171	0.2225883742
1172	0.222571937
1173	0.2225591249
1174	0.2225507588
1175	0.2225341089
1176	0.2225218353
1177	0.2225173809
1178	0.2225021322
1179	0.2224878541
1180	0.2224703149
1181	0.222457639
1182	0.2224508954
1183	0.2224377796
1184	0.2224191787
1185	0.2224081142
1186	0.2223964362
1187	0.2223852966
1188	0.2223651135
1189	0.2223506289
1190	0.2223321317
1191	0.222317693
1192	0.2223034252
1193	0.2222838435
1194	0.2222710516
1195	0.2222568357
1196	0.2222424625
1197	0.2222286459
1198	0.2222127438
1199	0.2221996158
1200	0.2221988099
1201	0.2221838827
1202	0.2221668074
1203	0.2221508412
1204	0.2221413577
1205	0.2221311367
1206	0.2221142432
1207	0.2221041664
1208	0.2220843257
1209	0.2220612638
1210	0.2220529967
1211	0.2220091087
1212	0.2219935832
1213	0.2219818328
1214	0.2219675254
1215	0.221951655
1216	0.2219319223
1217	0.2219196653
1218	0.2219081186
1219	0.2218979482
1220	0.2218947269
1221	0.2218778041
1222	0.2218660897
1223	0.2218477303
1224	0.221835056
1225	0.2218318979
1226	0.2218154522
1227	0.2218152868
1228	0.2218027976
1229	0.2217622709
1230	0.2217502775
1231	0.221675477
1232	0.2216627734
1233	0.2216421563
1234	0.221628335
1235	0.2216116966
1236	0.2215990565
1237	0.2215845324
1238	0.2215703848
1239	0.221557311
1240	0.2215507828
1241	0.2215230137
1242	0.2215099466
1243	0.2214959886
1244	0.2214814356
1245	0.2214703513
1246	0.221453404
1247	0.221429427
1248	0.2214134922
1249	0.2214007291
1250	0.2213908962
1251	0.2213675757
1252	0.2213500215
1253	0.2213127924
1254	0.2213056186
1255	0.2212903161
1256	0.2212608461
1257	0.2212431801
1258	0.2212360524
1259	0.221220213
1260	0.2212038264
1261	0.2211671768
1262	0.221154012
1263	0.221134924
1264	0.22113402
1265	0.2211197551
1266	0.2210870033
1267	0.2210737592
1268	0.2210590988
1269	0.2210402289
1270	0.2210290981
1271	0.2210175193
1272	0.2210023398
1273	0.2209884938
1274	0.2209756375
1275	0.2209632417
1276	0.2209459958
1277	0.2209178546
1278	0.2209117358
1279	0.2208996491
1280	0.2208790506
1281	0.2208644238
1282	0.2208497401
1283	0.2208234664
1284	0.2208076144
1285	0.2207924662
1286	0.2207796349
1287	0.2207677974
1288	0.2207612423
1289	0.2207407389
1290	0.22073191
1291	0.2207217223
1292	0.2207052813
1293	0.2206907918
1294	0.2206813287
1295	0.2206651471
1296	0.2206507242
1297	0.2206371525
1298	0.2206247805
1299	0.2206105564
1300	0.2205925811
1301	0.2205755811
1302	0.2205651097
1303	0.2205536668
1304	0.2205417779
1305	0.2205338603
1306	0.2205217615
1307	0.2205027848
1308	0.2204950354
1309	0.2204794953
1310	0.2204699408
1311	0.2204554037
1312	0.2204421239
1313	0.220427993
1314	0.2204131241
1315	0.2204016738
1316	0.2203902823
1317	0.22036688
1318	0.2203486288
1319	0.2203368574
1320	0.2203217157
1321	0.2203079676
1322	0.2202944115
1323	0.22028983
1324	0.2202778687
1325	0.2202667836
1326	0.2202486272
1327	0.2202337914
1328	0.2202218953
1329	0.2201689337
1330	0.220151665
1331	0.2201386529
1332	0.2201259296
1333	0.2201069256
1334	0.2200870702
1335	0.2200741091
1336	0.2200600128
1337	0.220050329
1338	0.2200353101
1339	0.220019837
1340	0.2200142975
1341	0.2200016258
1342	0.2199863994
1343	0.2199661258
1344	0.2199559932
1345	0.2199444741
1346	0.2199326096
1347	0.2199191597
1348	0.2199035961
1349	0.2198963999
1350	0.2198830937
1351	0.2198698415
1352	0.2198615247
1353	0.2198465029
1354	0.2198305705
1355	0.2198168478
1356	0.2198018892
1357	0.2197867241
1358	0.2197636975
1359	0.2197475646
1360	0.2197281033
1361	0.2197127489
1362	0.2197011134
1363	0.2196954976
1364	0.2196801478
1365	0.2196666047
1366	0.2196589247
1367	0.2196420177
1368	0.2196201068
1369	0.2196068322
1370	0.2195953804
1371	0.2195787866
1372	0.2195493678
1373	0.2195348975
1374	0.2195171789
1375	0.2195032035
1376	0.2194872057
1377	0.2194788734
1378	0.2194629024
1379	0.2194571587
1380	0.2194455368
1381	0.219433988
1382	0.2194180546
1383	0.2194108838
1384	0.2194019104
1385	0.2193895902
1386	0.2193791826
1387	0.2193664119
1388	0.2193483482
1389	0.2193364089
1390	0.2193229947
1391	0.2193125379
1392	0.2193001652
1393	0.2192852114
1394	0.2192477735
1395	0.2192387501
1396	0.2192293063
1397	0.2192198935
1398	0.2192021667
1399	0.2191863151
1400	0.2191588235
1401	0.2191486756
1402	0.2191380504
1403	0.2191338412
1404	0.2191274892
1405	0.2191120819
1406	0.2190947544
1407	0.2190823899
1408	0.2190701624
1409	0.2190558444
1410	0.219045966
1411	0.2190341021
1412	0.2190248802
1413	0.2190097243
1414	0.2190000551
1415	0.2189891127
1416	0.2189662794
1417	0.2189403343
1418	0.2189288484
1419	0.2188840243
1420	0.2188728122
1421	0.2188549733
1422	0.2188423222
1423	0.2188290275
1424	0.2188067354
1425	0.2187951577
1426	0.218782338
1427	0.2187631753
1428	0.2187511332
1429	0.2187362907
1430	0.2187211012
1431	0.2187101017
1432	0.2186976888
1433	0.2186819593
1434	0.2186654783
1435	0.2186512291
1436	0.2186407492
1437	0.2186313544
1438	0.2186186049
1439	0.2186043389
1440	0.218591711
1441	0.2185582941
1442	0.2185560888
1443	0.2185386136
1444	0.2185249135
1445	0.2185090702
1446	0.2184874142
1447	0.2184732238
1448	0.2184563703
1449	0.2184443019
1450	0.2184305487
1451	0.2184176611
1452	0.2184040074
1453	0.2183872623
1454	0.2183775177
1455	0.2183611366
1456	0.2183499359
1457	0.2183380067
1458	0.2183278485
1459	0.2183109221
1460	0.2182978228
1461	0.2182853761
1462	0.2182715646
1463	0.2182582692
1464	0.218252761
1465	0.2182486751
1466	0.2182266238
1467	0.2182190936
1468	0.2182019025
1469	0.2181910082
1470	0.2181787831
1471	0.2181703776
1472	0.2181569534
1473	0.2181470691
1474	0.2181360102
1475	0.2181248554
1476	0.2181062253
1477	0.2180903521
1478	0.2180779858
1479	0.2180629527
1480	0.2180434501
1481	0.2180239195
1482	0.21801185
1483	0.2179893688
1484	0.2179782008
1485	0.2179735814
1486	0.2179606292
1487	0.2179507979
1488	0.2179370321
1489	0.2179253125
1490	0.2179097415
1491	0.2178994875
1492	0.2178851235
1493	0.2178728844
1494	0.2178518222
1495	0.2178388225
1496	0.2178281075
1497	0.2178153387
1498	0.2177983753
1499	0.2177833547
1500	0.217778412
1501	0.2177688648
1502	0.2177513949
1503	0.2177378823
1504	0.2177237691
1505	0.2177107315
1506	0.2177006332
1507	0.2176917751
1508	0.2176806556
1509	0.217677617
1510	0.2176652973
1511	0.2176537415
